party,text
BBB,"Mevrouw Van der Plas (BBB): Voorzitter. Antisemitisme tiert welig. Dat zien we overal elke dag. Ik steun dus het debat. Ik zou daarbij willen meegeven aan de Griffie om te kijken of we dat debat voor het meireces kunnen inplannen, omdat we dan ook volop in de herdenkingen zitten, rond 4 en 5 mei. Dat lijkt me dus een passend moment om het in te plannen."
ChristenUnie,"De heer Ceder (ChristenUnie): Voorzitter. Volgens mij hebben we al ingepland dat we elk jaar een antisemitismedebat hebben, als ik het me nog goed kan heugen. Het is dus goed om het voor het meireces te houden, maar als we die afspraak al hebben, is het misschien goed om dat te doen, waardoor we het ook breder kunnen trekken. Dus steun voor het verzoek, maar volgens mij plannen we dan meerdere antisemitismedebatten in. Voor mij is het dan misschien handiger om het debat dat we al ingepland hebben, voor het meireces in te plannen."
Groep Markuszower,"De heer Heutink (Groep Markuszower): Voorzitter. Schipholmedewerkers zijn tijdens de winterchaos van afgelopen maand totaal aan hun lot overgelaten door de luchthaven en door KLM. Terwijl passagiers agressief werden en de marechaussee personeel moest ontzetten, bleven managers dagenlang onzichtbaar. Dat blijkt uit een snoeiharde evaluatie van vakbond FNV Luchtvaart na een peiling onder bijna 200 beveiligers, schoonmakers en grondmedewerkers. Daarom wil ik een debat aanvragen met de minister van Infrastructuur en Waterstaat over deze evaluatie."
Volt,"De heer Dassen (Volt): Dank, voorzitter. Terwijl er veel gebeurt in de wereld, gaat ook de Russische agressie in Oekraïne onverminderd door; zie ook de berichten dat steeds meer mensen in de kou zitten, onder andere in Kyiv. Elk jaar voert deze Kamer terecht een debat over de oorlog in Oekraïne, juist omdat die ook gaat over onze vrijheid en veiligheid. Daarom lijkt het me goed en noodzakelijk om ervoor te zorgen dat eind februari of begin maart weer een debat over vier jaar oorlog in Oekraïne wordt gepland, met de minister-president, de minister van Buitenlandse Zaken en de minister van Defensie. In aanloop daarnaartoe zou ik graag ook een brief ontvangen vanuit het kabinet met daarin de laatste stand van zaken."
BBB,Mevrouw Van der Plas (BBB): Volgens mijn informatie staat het nieuwe kabinet op 23 februari op het bordes. 24 februari lijkt me wat vlot. Bovendien kan dit ook gewoon in een commissiedebat. Ik zou dus aan de heer Dassen willen voorstellen om het op een ander moment daar op de regeling van werkzaamheden te zetten.
PVV,"Mevrouw Maeijer (PVV): Dank u, voorzitter. Eind 2024 vond hier in de plenaire zaal een mooi debat plaats over palliatieve zorg en stervensbegeleiding. Dat is een belangrijk onderwerp, want uiteindelijk krijgen we daar allemaal mee te maken. Recent is er een rapport verschenen over hospices in Nederland en heeft de staatssecretaris de Kamer toegezegd om voor de zomer met een reactie te komen op een tweetal andere brieven over de subsidieregeling voor palliatieve zorg en de toekomstagenda. Dit lijkt mij daarom een goed moment om alvast rond die tijd een plekje in deze zaal te reserveren, omdat palliatieve zorg en stervensbegeleiding onderdeel van het leven zijn en ze dat dus ook van het debat moeten zijn en omdat we het daar met elkaar over moeten hebben."
PVV,"Mevrouw Maeijer (PVV): Voorzitter. Ouderen worden het ziekenhuis binnengebracht met doorligplekken van urenlang in de eigen ontlasting liggen, met vliegjes in het haar. Elke week komen er ouderen verwaarloosd binnen in het Jeroen Bosch Ziekenhuis, zo lezen we vandaag in de krant. En dat is nog zonder de bezuinigingsplannen van het nieuwe kabinet, waarin onder andere het geld bestemd voor de terugkeer van de verzorgingshuizen en verpleegplekken met de botte bijl wordt weggehakt. Het is te schrijnend voor woorden. Het kan niet; het mag niet. Ik wil daar heel graag een debat over met de staatssecretaris Langdurige en Maatschappelijke Zorg."
BBB,"Mevrouw Van der Plas (BBB): Ik zit gewoon een beetje te twijfelen. We krijgen straks nog een begroting. We krijgen straks nog een debat over de regeringsverklaring. Ouderenzorg is hier gisteren ook flink genoemd. Ik vraag me dus af of dat nu zin heeft, omdat het dan weer veel langer gaat duren. Ik ga het toch steunen, want ouderen in Nederland worden compleet uitgekleed, figuurlijk gezien dan, want er is geen tijd om hen in hun eigen kamertjes in een pyjamaatje te zetten. Figuurlijk gesproken worden ze uitgekleed. Dus ik steun het."
ChristenUnie,"De heer Grinwis (ChristenUnie): Voorzitter, dank u wel. Hoe kan het nou? Dat is eigenlijk mijn hoofdvraag aan de minister. Nederland zit namelijk op slot, alleen al door een overbelast elektriciteitsnet; huizen kunnen niet worden gebouwd omdat die niet kunnen worden aangesloten en ondernemers die willen verduurzamen, bijvoorbeeld in de Amsterdamse haven, kunnen dat niet, omdat zij geen grotere aansluiting kunnen krijgen op het net. Het is hetzelfde verhaal voor onze scholen en ziekenhuizen. Iedereen staat in de rij en mag wachten tot sint-juttemis. Maar wat schetst mijn verbazing? In Amsterdam verschijnt een megagroot datacenter. Het gaat om drie torens van 85 meter, die weliswaar met een trucje zijn opgeknipt in drieën, maar helemaal worden benut door het Amerikaanse Microsoft. Alsof er geen wachtende woningzoekers zijn, of ondernemers die wachten op een grotere aansluiting op het net. Omwille van het overvolle stroomnet en de ruimte hebben we een paar jaar geleden als Rijk besloten om nieuwe hyperscale datacenters alleen nog te bouwen in de Wieringermeer en bij de Eemshaven, dus niet meer in Amsterdam. Daarom mijn vraag aan de hoeder van onze ruimtelijke ordening: minister, hoe kan het dat de wet geldt voor het hele land, maar, met gebruik van wat trucjes, niet voor Amsterdam? Amsterdam is toch geen autonome republiek?"
D66,"Mevrouw Rooderkerk (D66): Voorzitter. Hoe zorgen we dat een kind dit nooit meer bij iemand doet? Dat vroeg het zusje van Yasmina, een 12-jarig meisje dat in een speeltuin door een groep jongeren in elkaar werd geslagen. Dat werd gefilmd en online verspreid. Op twee derde van de scholen in Nederland gaan schokkende geweldsvideo's rond, die slachtoffers jarenlang achtervolgen; filmpjes waarin jongeren mishandeld worden, soms zelfs met messen of pistolen. Omstanders grijpen niet in, maar filmen dit. Het zijn echt vreselijke beelden en de daders verdienen een passende straf. Voorzitter. Wij willen kinderen offline en online beter beschermen, zodat zij vrij zijn van geweld en van verspreiding daarvan via verslavende algoritmes van techbedrijven, zodat kinderen normaal naar school kunnen en ouders zich er geen zorgen over hoeven te maken of dit met hun kind gebeurt. Daarom moet er nu een nationaal kindbeschermingsplan komen, samen met politie, OM, scholen en ouders. Daarover mijn eerste vraag aan de staatssecretaris. Waarom heeft het ministerie niet in kaart dat zoiets op zo'n grote schaal voorkomt? Waarom hebben we Pointer en onderzoek van DUO nodig om dit in beeld te krijgen?"
Groep Markuszower,"De heer Markuszower (Groep Markuszower): Dank u wel, voorzitter. Ik wil een verzoek doen aan de collega's. Een paar maanden geleden hebben we met een aantal andere Kamerleden een brief gestuurd waarin we hebben verzocht om een onderzoek naar een aanklacht in overweging te nemen. Die termijn is een keer bijna verstreken. Toen hebben we een verlenging gevraagd. Wettelijk mag je niet nog een verlenging aanvragen. Ik wil de Kamer dus eigenlijk vragen of we daar vandaag over kunnen stemmen. Dan horen we het wel."
GroenLinks-PvdA,"De heer Bushoff (GroenLinks-PvdA): Dank u wel, voorzitter. Het is niet een heel spannend verzoek. Het verzoek is om wat betreft de Wet chartaal betalingsverkeer — dat is punt 3 op de stemmingslijst — eerst over de ingediende moties te stemmen, daarna over de amendementen en gewoon uit het oogpunt van zorgvuldigheid volgende week, een weekje later, over de wet. Dat is niet spannend, maar wel zorgvuldig."
SP,"De heer Jimmy Dijk (SP): Dank u wel, voorzitter. Ik zou graag een debat met de minister van Sociale Zaken en Werkgelegenheid willen aanvragen, omdat we het nieuws hebben gezien dat weer 175.000 mensen in armoede leven die ook aan het werk zijn. Dat is een hele specifieke groep. We hebben heel veel verschillende commissiedebatten, maar het lijkt mij erg goed om extra aandacht te besteden aan deze specifieke groep hardwerkende Nederlanders die in armoede verkeren, en ervoor te zorgen dat ze uit die armoede komen."
SP,"De heer Jimmy Dijk (SP): Voorzitter. Dan het volgende verzoek. Tijdens het commissiedebat over WIA-zaken bereikte ons het nieuws dat er grote problemen zijn bij het UWV. De voorzitter van de artsen van het UWV geeft aan dat er grote tekorten en wachtlijsten zijn en dat je alleen nog maar kans maakt op een herbeoordeling als je al in de financiële problemen komt. Dat is natuurlijk de omgekeerde wereld. Dit probleem, dit onderwerp, vraagt inderdaad om het commissiedebat dat we hebben gevoerd. We zullen er ook een tweeminutendebat over voeren, maar het vraagt ook om een uitgebreidere analyse, ook van deze Kamer, en om meer werk dan er tot nu toe gedaan is om die problemen van mensen op te lossen."
GroenLinks-PvdA,"Mevrouw Patijn (GroenLinks-PvdA): Dank u wel, voorzitter. Steeds meer huishoudens kunnen de boel niet twee jaar financieel draaiende houden als de hoofdkostwinner het inkomen verliest. Er wordt op allerlei manieren veel gesproken over inkomensvoorzieningen van mensen, maar het gaat nooit over de situatie waarin je werkloos wordt of je werk verliest. Er is geen apart debat over de Werkloosheidswet en er is geen mogelijkheid om met elkaar echt erover door te denken. Vandaar dat ik graag een debat wil hebben over deze situatie die het CPB in kaart heeft gebracht."
ChristenUnie,"De heer Ceder (ChristenUnie): Dank, voorzitter. Ik had gehoopt hier niet opnieuw te hoeven staan, maar het houdt maar niet op. Gewapende mannen hebben vorige week zondag meerdere kerkdiensten in het noorden van Nigeria aangevallen. Daarbij zijn meer dan 160 christenen ontvoerd. De aanvallen vonden plaats terwijl de diensten bezig waren. Het lot van deze mensen is onbekend. Deze aanval staat niet op zichzelf. Het rapport van Open Doors dat begin deze maand is gepresenteerd, stelt dat 388 miljoen christenen inmiddels vervolgd worden. Ik heb afgelopen november om een debat gevraagd, met het verzoek dit zo snel mogelijk in te plannen. Hier was een meerderheid voor, maar inmiddels zijn we al een paar maanden verder. Ik zou gezien de urgentie willen verzoeken om dit debat uiterlijk voor het voorjaarsreces in te plannen."
ChristenUnie,"Mevrouw Bikker (ChristenUnie): Voorzitter, dank u wel. In 2023 stelde ik met onze oud-collega Michiel van Nispen schriftelijke vragen over de contacten van de goklobby met het ministerie, op basis van destijds zorgwekkende signalen. Er werd toegezegd dat de stukken actief zouden worden geopenbaard. Tweeënhalf jaar later, na herhaaldelijk aandringen vanuit de Kamer, hebben we de stukken: een stapel die bijna boven deze katheder uit komt. De afgelopen weken hebben we de stukken grondig bestudeerd. Het beeld beklijft dat de goklobby een zeer grote invloed heeft gehad op de legalisering van het online gokken en dat er bovendien soms op bijna of geheel denigrerende wijze wordt gesproken over sommige leden of fracties in deze Kamer. Dat verdient een debat en dat vraag ik bij dezen aan."
ChristenUnie,"Mevrouw Bikker (ChristenUnie): Voorzitter. Ik vind dit erg zorgwekkend. Ik heb nog nooit meegemaakt dat er zo'n stapel stukken komt op een stel vragen, tweeënhalf jaar later. Ik had van de collega's in die zin meer verwacht. Ik constateer dat er wel een dertigledendebat mogelijk is. Ik ga door met het uitlichten van wat er verschenen is. Dan zal ik hier weer staan en ik hoop dat de collega's de parlementaire verantwoordelijkheid nemen die wij met elkaar hebben voor het controleren van de regering en het beleid."
Volt,"De heer Dassen (Volt): Dank, voorzitter. Afgelopen week hebben de Britse inlichtingendiensten gewaarschuwd voor het instorten van cruciale ecosystemen en de directe gevolgen voor de nationale veiligheid, zoals voedseltekorten, migratie, conflicten en pandemieën. Dit raakt ook Nederland; dit raakt ook Europa. Daarom wil ik graag een debat aanvragen met zowel de minister van Klimaat en Groene Groei als de minister van Defensie om hierover te spreken. In aanloop daarnaartoe zou ik ook graag een brief van het kabinet ontvangen waarin het ingaat op het rapport en de mogelijkheden die Nederland heeft om te zorgen dat we eenzelfde dreigingsanalyse kunnen maken als de Britten hebben gedaan."
Volt,"De heer Dassen (Volt): Nee, voorzitter, maar wel 30 leden. Ik neem aan dat u het verzoek doorgeleidt naar het kabinet. Tegen de mensen die zeggen dat dit ook kan bij Klimaat en Groene Groei, zeg ik: daar zit de minister van Defensie niet. Het is juist een integraal probleem voor onze veiligheid. Dan zou het daar dus ook besproken moeten worden. Ik zal hier nog een keer een verzoek toe doen. Dan kan het CDA wellicht van mening veranderen. Dank u wel."
Groep Markuszower,"Mevrouw Ten Hove (Groep Markuszower): Dank u wel, voorzitter. Afgelopen week verscheen er een artikel in De Gooi- en Eemlander over de chaos achter de schermen bij hulpverlening die twee mensen het leven heeft gekost. De Meldkamer Ambulancezorg had geen idee van wat er ter plaatse aan de hand was. Dat is levensgevaarlijk, met name voor de hulpverleners ter plaatse. Zij kunnen zo niet van de juiste informatie worden voorzien, zelfs niet in het geval het hun eigen veiligheid betreft. Hierover zou ik graag nog voor het zomerreces in gesprek gaan met de minister van Volksgezondheid, Welzijn en Sport."
FVD,"De heer Russcher (FVD): Dank, voorzitter. Recente cijfers en analyses benadrukken nogmaals dat ons land structureel te maken heeft met vergrijzing, een laag geboortecijfer en een veranderende bevolkingssamenstelling. Dat heeft grote gevolgen voor de arbeidsmarkt, de woningbouw, de zorg, de economie, onze cultuur en de sociale samenhang. Het is van groot belang dat wij hier als Tweede Kamer een debat over voeren, omdat dit raakt aan de lange termijn en de toekomst van Nederland. Hierbij zou ik graag de minister van Asiel en Migratie, de minister van Sociale Zaken en de minister van Volkshuisvesting willen uitnodigen."
